"","category","name","reviewer","review","date","ratings"
"19","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","The top of these socks is a smidge too tight for long term comfort (OK if you only wearing them for an hour or two). I'm not skinny-thin - but I kind of have regular sized ankles and size 4 feet. The length of the foot is slightly too long for me - but that's fine (most socks are too long) but i don't usually have issues with over tight tops.They are nice and soft though and have washed nicely.Update 17-11-2021 - a def con is how much black fluff they shed. If i go upstairs i leave fluff all over the biscuit coloured carpet. And, by bed time, all my toes have fluff between them. Downgraded to 2 stars, I'm afraid.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"20","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Amazon Customer","Sizes way bigger than advertised. Received size 8-10, not 6-10. Do not fit my size 6 feet so I am returning.Could not exchange for a different size.","Reviewed in the United Kingdom on 26 August 2020","3.0 out of 5 stars"
"21","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","These are lovely socks, a good fit and very comfortable. They are nice and soft and are a good length both in the foot and up the leg. Good elastication and they wash up well too. Well worth the money and I will definitely buy them again.","Reviewed in the United Kingdom on 5 February 2022","4.5 out of 5 stars"
"22","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","My partner loves them.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"23","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","Decent socks for the price. I wanted them for my work boots and they're just the job. Would recommend these and would buy them again.","Reviewed in the United Kingdom on 5 February 2022","3.0 out of 5 stars"
"24","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Alan Cooke","Seem strong but nit as comfy as I like my socks to be.  Cuffs are heavy and tight which makes them uncomfortable and itchy after a few hours wear.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"25","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turbochick73","I work for 12 hours on my feet in tactical boots.  They're comfy from the start of the shift through to the finish.  I've just placed another order.","Reviewed in the United Kingdom on 30 January 2023","5.0 out of 5 stars"
"26","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Maisie","Really pleased with quality","Reviewed in the United Kingdom on 8 November 2021","5.0 out of 5 stars"
"27","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turfy","But I gave it 3 * for good elasticity and reasonable price.","Reviewed in the United Kingdom on 17 November 2021","4.0 out of 5 stars"
"28","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Shahla D.","these are not ladies socks ,they are gents and i wouldn,t wear them","Reviewed in the United Kingdom on 25 April 2023","5.0 out of 5 stars"
"29","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","The top of these socks is a smidge too tight for long term comfort (OK if you only wearing them for an hour or two). I'm not skinny-thin - but I kind of have regular sized ankles and size 4 feet. The length of the foot is slightly too long for me - but that's fine (most socks are too long) but i don't usually have issues with over tight tops.They are nice and soft though and have washed nicely.Update 17-11-2021 - a def con is how much black fluff they shed. If i go upstairs i leave fluff all over the biscuit coloured carpet. And, by bed time, all my toes have fluff between them. Downgraded to 2 stars, I'm afraid.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"30","Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Amazon Customer","Sizes way bigger than advertised. Received size 8-10, not 6-10. Do not fit my size 6 feet so I am returning.Could not exchange for a different size.","Reviewed in the United Kingdom on 26 August 2020","3.0 out of 5 stars"
